seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	132907684	132907692	9	*	X03314	50614	132680917	132905905	224989	-	1778	upstream	1778	GALNT9
chr12	133186790	133186799	10	*	X03422	100507055	133179736	133187037	7302	-	0	inside	237	LRCOL1
chr12	133193574	133193616	43	*	X03423	22953	133195403	133198972	3570	+	1786	upstream	1786	P2RX2
chr13	20734879	20734888	10	*	X03450	2700	20712395	20735183	22789	-	0	inside	294	GJA3
chr13	20735106	20735114	9	*	X03451	2700	20712395	20735183	22789	-	0	inside	68	GJA3
chr13	20735125	20735134	10	*	X03452	2700	20712395	20735183	22789	-	0	inside	48	GJA3
chr13	20735280	20735288	9	*	X03453	2700	20712395	20735183	22789	-	96	upstream	96	GJA3
chr13	20735363	20735372	10	*	X03454	2700	20712395	20735183	22789	-	179	upstream	179	GJA3
chr13	21100033	21100041	9	*	X03463	51084	20977806	21100012	122207	-	20	upstream	20	CRYL1
chr13	21101449	21101457	9	*	X03464	51084	20977806	21100012	122207	-	1436	upstream	1436	CRYL1
chr13	21101466	21101466	1	*	X03465	51084	20977806	21100012	122207	-	1453	upstream	1453	CRYL1
chr13	22244010	22244050	41	*	X03470	2254	22245215	22278640	33426	+	1164	upstream	1164	FGF9
chr13	22244685	22244711	27	*	X03471	2254	22245215	22278640	33426	+	503	upstream	503	FGF9
chr13	22244758	22244766	9	*	X03472	2254	22245215	22278640	33426	+	448	upstream	448	FGF9
chr13	25254597	25254601	5	*	X03487	479	25254549	25285923	31375	+	0	inside	47	ATP12A
chr13	25747539	25747554	16	*	X03506	219287	25742672	25746305	3634	-	1233	upstream	1233	AMER2
chr13	25747557	25747567	11	*	X03507	219287	25742672	25746305	3634	-	1251	upstream	1251	AMER2
chr13	25945497	25945513	17	*	X03508	51761	25946209	26595420	649212	+	695	upstream	695	ATP8A2
chr13	25945521	25945537	17	*	X03509	51761	25946209	26595420	649212	+	671	upstream	671	ATP8A2
chr13	25945548	25945567	20	*	X03510	51761	25946209	26595420	649212	+	641	upstream	641	ATP8A2
chr13	25945575	25945600	26	*	X03511	51761	25946209	26595420	649212	+	608	upstream	608	ATP8A2
chr13	27334956	27334965	10	*	X03526	2835	27329339	27334922	5584	-	33	upstream	33	GPR12
chr13	27336504	27336513	10	*	X03527	2835	27329339	27334922	5584	-	1581	upstream	1581	GPR12
chr13	31478905	31478921	17	*	X03578	84935	31480312	31499709	19398	+	1390	upstream	1390	MEDAG
chr13	31506323	31506331	9	*	X03579	122046	31506834	31549153	42320	+	502	upstream	502	TEX26
chr13	33589177	33589185	9	*	X03580	9365	33590201	33640282	50082	+	1015	upstream	1015	KL
chr13	33589652	33589660	9	*	X03581	9365	33590201	33640282	50082	+	540	upstream	540	KL
chr13	36705601	36705610	10	*	X03589	9201	36342789	36705514	362726	-	86	upstream	86	DCLK1
chr13	37005409	37005419	11	*	X03590	8900	37005657	37017019	11363	+	237	upstream	237	CCNA1
chr13	37494101	37494115	15	*	X03591	4093	37418968	37494409	75442	-	0	inside	293	SMAD9
chr13	37494549	37494557	9	*	X03592	4093	37418968	37494409	75442	-	139	upstream	139	SMAD9
chr13	43566126	43566134	9	*	X03612	94240	43460524	43566407	105884	-	0	inside	272	EPSTI1
chr13	46189934	46189946	13	*	X03615	220081	46115432	46189874	74443	-	59	upstream	59	ERICH6B
chr13	46426628	46426638	11	*	X03617	283514	46354416	46425846	71431	-	781	upstream	781	SIAH3
chr13	53423155	53423163	9	*	X03632	5100	53418109	53422775	4667	-	379	upstream	379	PCDH8
chr13	58203786	58203805	20	*	X03642	27253	58205789	58303065	97277	+	1983	upstream	1983	PCDH17
chr13	58205474	58205483	10	*	X03643	27253	58205789	58303065	97277	+	305	upstream	305	PCDH17
chr13	79177852	79177865	14	*	X03664	5457	79173230	79177695	4466	-	156	upstream	156	POU4F1
chr13	79178057	79178066	10	*	X03665	5457	79173230	79177695	4466	-	361	upstream	361	POU4F1
chr13	79178075	79178112	38	*	X03666	5457	79173230	79177695	4466	-	379	upstream	379	POU4F1
chr13	79178687	79178723	37	*	X03667	5457	79173230	79177695	4466	-	991	upstream	991	POU4F1
chr13	84457336	84457346	11	*	X03672	114798	84451343	84456528	5186	-	807	upstream	807	SLITRK1
chr13	84457349	84457373	25	*	X03673	114798	84451343	84456528	5186	-	820	upstream	820	SLITRK1
chr13	84458170	84458180	11	*	X03674	114798	84451343	84456528	5186	-	1641	upstream	1641	SLITRK1
chr13	84458203	84458220	18	*	X03675	114798	84451343	84456528	5186	-	1674	upstream	1674	SLITRK1
chr13	88325155	88325163	9	*	X03678	26050	88324870	88331870	7001	+	0	inside	284	SLITRK5
chr13	88325155	88325163	9	*	X03678	642345	88096242	88323218	226977	-	1936	upstream	1936	MIR4500HG
chr13	93879200	93879210	11	*	X03687	10082	93879078	95060273	1181196	+	0	inside	121	GPC6
chr13	93879242	93879253	12	*	X03688	10082	93879078	95060273	1181196	+	0	inside	163	GPC6
chr13	95954001	95954009	9	*	X03698	10257	95672083	95953687	281605	-	313	upstream	313	ABCC4
chr13	95954598	95954621	24	*	X03699	10257	95672083	95953687	281605	-	910	upstream	910	ABCC4
chr13	98795007	98795016	10	*	X03713	10160	98794816	99102023	307208	+	0	inside	190	FARP1
chr13	99405314	99405334	21	*	X03718	6564	99336055	99404929	68875	-	384	upstream	384	SLC15A1
chr13	99405344	99405352	9	*	X03719	6564	99336055	99404929	68875	-	414	upstream	414	SLC15A1
chr13	99405378	99405389	12	*	X03720	6564	99336055	99404929	68875	-	448	upstream	448	SLC15A1
chr13	99405458	99405466	9	*	X03721	6564	99336055	99404929	68875	-	528	upstream	528	SLC15A1
chr13	99405483	99405492	10	*	X03722	6564	99336055	99404929	68875	-	553	upstream	553	SLC15A1
chr13	101241409	101241417	9	*	X03735	87769	101182418	101241046	58629	-	362	upstream	362	GGACT
chr13	101328686	101328695	10	*	X03736	84899	101256090	101327103	71014	-	1582	upstream	1582	TMTC4
chr13	107187514	107187523	10	*	X03742	1948	107142079	107187388	45310	-	125	upstream	125	EFNB2
chr13	108520391	108520399	9	*	X03748	728215	107820879	108519460	698582	-	930	upstream	930	FAM155A
chr13	110958122	110958130	9	*	X03750	1284	110959631	111165373	205743	+	1500	upstream	1500	COL4A2
chr13	110960327	110960335	9	*	X03751	1282	110801310	110959496	158187	-	830	upstream	830	COL4A1
chr13	110960567	110960582	16	*	X03752	1282	110801310	110959496	158187	-	1070	upstream	1070	COL4A1
chr13	111766860	111766869	10	*	X03762	8874	111767624	111958081	190458	+	754	upstream	754	ARHGEF7
chr13	112721793	112721801	9	*	X03770	6656	112721913	112726020	4108	+	111	upstream	111	SOX1
chr13	113243207	113243215	9	*	X03801	10426	113139328	113242481	103154	-	725	upstream	725	TUBGCP3
chr13	114460491	114460500	10	*	X03813	348013	114462216	114514899	52684	+	1715	upstream	1715	TMEM255B
chr14	23772696	23772724	29	*	X03832	90673	23765130	23772057	6928	-	638	upstream	638	PPP1R3E
chr14	25518869	25518877	9	*	X03838	29091	25281306	25519171	237866	-	0	inside	293	STXBP6
chr14	29235329	29235338	10	*	X03847	2290	29236278	29239483	3206	+	939	upstream	939	FOXG1
chr14	29242167	29242175	9	*	X03848	387978	29241910	29264000	22091	+	0	inside	256	LINC01551
chr14	31343141	31343149	9	*	X03849	1690	31343741	31364261	20521	+	591	upstream	591	COCH
chr14	33408433	33408446	14	*	X03852	64067	33408459	34273382	864924	+	12	upstream	12	NPAS3
chr14	36001948	36001959	12	*	X03853	84684	36003248	36006260	3013	+	1288	upstream	1288	INSM2
chr14	38065489	38065497	9	*	X03865	3169	38058757	38064325	5569	-	1163	upstream	1163	FOXA1
chr14	38065802	38065810	9	*	X03866	3169	38058757	38064325	5569	-	1476	upstream	1476	FOXA1
chr14	42074841	42074849	9	*	X03871	145581	42076764	42373752	296989	+	1914	upstream	1914	LRFN5
chr14	42076343	42076356	14	*	X03872	145581	42076764	42373752	296989	+	407	upstream	407	LRFN5
chr14	42076562	42076572	11	*	X03873	145581	42076764	42373752	296989	+	191	upstream	191	LRFN5
chr14	42076726	42076751	26	*	X03874	145581	42076764	42373752	296989	+	12	upstream	12	LRFN5
chr14	42076753	42076761	9	*	X03875	145581	42076764	42373752	296989	+	2	upstream	2	LRFN5
chr14	48144000	48144011	12	*	X03883	161357	47308828	48144157	835330	-	0	inside	145	MDGA2
chr14	48144062	48144071	10	*	X03884	161357	47308828	48144157	835330	-	0	inside	85	MDGA2
chr14	48144829	48144838	10	*	X03885	161357	47308828	48144157	835330	-	671	upstream	671	MDGA2
chr14	51299389	51299408	20	*	X03889	51199	51186481	51297839	111359	-	1549	upstream	1549	NIN
chr14	51338621	51338631	11	*	X03890	145447	51338878	51371688	32811	+	246	upstream	246	ABHD12B
chr14	51338696	51338710	15	*	X03891	145447	51338878	51371688	32811	+	167	upstream	167	ABHD12B
chr14	52733569	52733577	9	*	X03892	5729	52734431	52743442	9012	+	853	upstream	853	PTGDR
chr14	52780793	52780801	9	*	X03894	5732	52781016	52795322	14307	+	214	upstream	214	PTGER2
chr14	54416679	54416690	12	*	X03898	100847076	54415145	54415202	58	-	1476	upstream	1476	MIR5580
chr14	54416701	54416712	12	*	X03899	100847076	54415145	54415202	58	-	1498	upstream	1498	MIR5580
chr14	61115854	61115865	12	*	X03923	6495	61111417	61116155	4739	-	0	inside	289	SIX1
chr14	61117304	61117328	25	*	X03924	6495	61111417	61116155	4739	-	1148	upstream	1148	SIX1
chr14	61117331	61117348	18	*	X03925	6495	61111417	61116155	4739	-	1175	upstream	1175	SIX1
chr14	69726785	69726793	9	*	X03935	57452	69726681	69821190	94510	+	0	inside	103	GALNT16
chr14	70041430	70041438	9	*	X03940	56936	70036531	70041600	5070	-	0	inside	161	CCDC177
chr14	70345418	70345471	54	*	X03941	64093	70346114	70499083	152970	+	642	upstream	642	SMOC1
chr14	75422794	75422804	11	*	X03953	5228	75408533	75422467	13935	-	326	upstream	326	PGF
chr14	75422806	75422820	15	*	X03954	5228	75408533	75422467	13935	-	338	upstream	338	PGF
chr14	75423110	75423120	11	*	X03955	5228	75408533	75422467	13935	-	642	upstream	642	PGF
chr14	88793638	88793647	10	*	X04002	54207	88646452	88793256	146805	-	381	upstream	381	KCNK10
chr14	88793659	88793667	9	*	X04003	54207	88646452	88793256	146805	-	402	upstream	402	KCNK10
chr14	90526836	90526844	9	*	X04005	56659	90528108	90652195	124088	+	1263	upstream	1263	KCNK13
chr14	92414145	92414153	9	*	X04010	10516	92335755	92414046	78292	-	98	upstream	98	FBLN5
chr14	94254476	94254484	9	*	X04020	145270	94184644	94254766	70123	-	0	inside	281	PRIMA1
chr14	94254500	94254511	12	*	X04021	145270	94184644	94254766	70123	-	0	inside	254	PRIMA1
chr14	96504918	96504944	27	*	X04043	56967	96505661	96560226	54566	+	716	upstream	716	C14orf132
chr14	96857308	96857318	11	*	X04047	122481	96858448	96955764	97317	+	1129	upstream	1129	AK7
chr14	98445809	98445826	18	*	X04053	388011	98391947	98444461	52515	-	1347	upstream	1347	LINC01550
chr14	100110715	100110725	11	*	X04056	84439	100111480	100143011	31532	+	754	upstream	754	HHIPL1
chr14	100110778	100110788	11	*	X04057	84439	100111480	100143011	31532	+	691	upstream	691	HHIPL1
chr14	100625864	100625872	9	*	X04061	123099	100612753	100626012	13260	-	0	inside	139	DEGS2
chr14	101192278	101192288	11	*	X04068	8788	101193202	101201467	8266	+	913	upstream	913	DLK1
chr14	101192441	101192449	9	*	X04069	8788	101193202	101201467	8266	+	752	upstream	752	DLK1
chr14	101192774	101192785	12	*	X04070	8788	101193202	101201467	8266	+	416	upstream	416	DLK1
chr14	101192849	101192858	10	*	X04071	8788	101193202	101201467	8266	+	343	upstream	343	DLK1
chr14	101193059	101193067	9	*	X04072	8788	101193202	101201467	8266	+	134	upstream	134	DLK1
chr14	101193149	101193157	9	*	X04073	8788	101193202	101201467	8266	+	44	upstream	44	DLK1
chr14	104584541	104584549	9	*	X04120	100616173	104583755	104583840	86	-	700	upstream	700	MIR203B
chr14	104603421	104603429	9	*	X04121	26153	104605060	104647235	42176	+	1630	upstream	1630	KIF26A
chr14	104603773	104603782	10	*	X04122	26153	104605060	104647235	42176	+	1277	upstream	1277	KIF26A
chr14	104604285	104604293	9	*	X04123	26153	104605060	104647235	42176	+	766	upstream	766	KIF26A
chr14	104604305	104604314	10	*	X04124	26153	104605060	104647235	42176	+	745	upstream	745	KIF26A
chr14	105265633	105265641	9	*	X04130	100128927	105266933	105271048	4116	+	1291	upstream	1291	ZBTB42
chr14	105445526	105445535	10	*	X04136	113146	105403591	105444694	41104	-	831	upstream	831	AHNAK2
chr14	105446081	105446094	14	*	X04137	113146	105403591	105444694	41104	-	1386	upstream	1386	AHNAK2
chr14	105446111	105446120	10	*	X04138	113146	105403591	105444694	41104	-	1416	upstream	1416	AHNAK2
chr14	105446209	105446218	10	*	X04139	113146	105403591	105444694	41104	-	1514	upstream	1514	AHNAK2
chr14	105446310	105446320	11	*	X04140	113146	105403591	105444694	41104	-	1615	upstream	1615	AHNAK2
chr14	105446323	105446332	10	*	X04141	113146	105403591	105444694	41104	-	1628	upstream	1628	AHNAK2
chr14	105446385	105446410	26	*	X04142	113146	105403591	105444694	41104	-	1690	upstream	1690	AHNAK2
chr14	105714067	105714076	10	*	X04150	90135	105714879	105717430	2552	+	802	upstream	802	BTBD6
chr14	105863688	105863696	9	*	X04151	647310	105864920	105880196	15277	+	1223	upstream	1223	TEX22
chr14	105863700	105863708	9	*	X04152	647310	105864920	105880196	15277	+	1211	upstream	1211	TEX22
chr14	105951494	105951507	14	*	X04156	1396	105953257	105955124	1868	+	1749	upstream	1749	CRIP1
chr14	105955142	105955153	12	*	X04157	283643	105956192	105965585	9394	+	1038	upstream	1038	TEDC1
chr14	105990974	105990985	12	*	X04158	80757	105992953	105996539	3587	+	1967	upstream	1967	TMEM121
chr15	27216727	27216735	9	*	X04165	2567	27216429	27778373	561945	+	0	inside	297	GABRG3
chr15	28344356	28344364	9	*	X04178	4948	28000023	28344458	344436	-	0	inside	93	OCA2
chr15	28344930	28344939	10	*	X04179	4948	28000023	28344458	344436	-	471	upstream	471	OCA2
chr15	28344989	28344998	10	*	X04180	4948	28000023	28344458	344436	-	530	upstream	530	OCA2
chr15	28345192	28345201	10	*	X04181	4948	28000023	28344458	344436	-	733	upstream	733	OCA2
chr15	28345544	28345553	10	*	X04182	4948	28000023	28344458	344436	-	1085	upstream	1085	OCA2
chr15	28345568	28345577	10	*	X04183	4948	28000023	28344458	344436	-	1109	upstream	1109	OCA2
chr15	28345648	28345657	10	*	X04184	4948	28000023	28344458	344436	-	1189	upstream	1189	OCA2
chr15	28345697	28345706	10	*	X04185	4948	28000023	28344458	344436	-	1238	upstream	1238	OCA2
chr15	28346233	28346242	10	*	X04186	4948	28000023	28344458	344436	-	1774	upstream	1774	OCA2
chr15	33010461	33010469	9	*	X04220	26585	33010205	33026870	16666	+	0	inside	255	GREM1
chr15	33602656	33602696	41	*	X04224	6263	33603177	34158303	555127	+	480	upstream	480	RYR3
chr15	37179565	37179573	9	*	X04241	145845	37156644	37178734	22091	-	830	upstream	830	LOC145845
chr15	37180723	37180731	9	*	X04242	145845	37156644	37178734	22091	-	1988	upstream	1988	LOC145845
chr15	40574594	40574603	10	*	X04256	100131244	40573645	40574787	1143	-	0	inside	183	ANKRD63
chr15	41837109	41837121	13	*	X04266	26015	41809375	41836464	27090	-	644	upstream	644	RPAP1
chr15	41914056	41914065	10	*	X04267	23269	41913764	42062141	148378	+	0	inside	291	MGA
chr15	45421235	45421244	10	*	X04269	53905	45422192	45457774	35583	+	947	upstream	947	DUOX1
chr15	45670574	45670582	9	*	X04274	145663	45670898	45672321	1424	+	315	upstream	315	NA
chr15	45721683	45721685	3	*	X04275	84419	45722727	45725647	2921	+	1041	upstream	1041	C15orf48
chr15	45815011	45815022	12	*	X04279	7782	45774680	45815002	40323	-	8	upstream	8	SLC30A4
chr15	52822453	52822464	12	*	X04291	4644	52599480	52821247	221768	-	1205	upstream	1205	MYO5A
chr15	60294848	60294861	14	*	X04302	27023	60296421	60328408	31988	+	1559	upstream	1559	FOXB1
chr15	60294864	60294876	13	*	X04303	27023	60296421	60328408	31988	+	1544	upstream	1544	FOXB1
chr15	60690983	60691034	52	*	X04305	302	60639350	60690185	50836	-	797	upstream	797	ANXA2
chr15	60691092	60691109	18	*	X04306	302	60639350	60690185	50836	-	906	upstream	906	ANXA2
chr15	60691111	60691133	23	*	X04307	302	60639350	60690185	50836	-	925	upstream	925	ANXA2
chr15	60691327	60691350	24	*	X04308	302	60639350	60690185	50836	-	1141	upstream	1141	ANXA2
chr15	63674002	63674012	11	*	X04318	771	63615730	63674075	58346	-	0	inside	62	CA12
chr15	63893009	63893018	10	*	X04320	100130855	63879909	63893026	13118	-	0	inside	7	USP3-AS1
chr15	63893833	63893842	10	*	X04321	100130855	63879909	63893026	13118	-	806	upstream	806	USP3-AS1
chr15	64339719	64339729	11	*	X04322	23604	64199235	64338521	139287	-	1197	upstream	1197	DAPK2
chr15	66546291	66546299	9	*	X04327	84465	66187634	66546075	358442	-	215	upstream	215	MEGF11
chr15	68725819	68725845	27	*	X04335	22801	68594042	68724492	130451	-	1326	upstream	1326	ITGA11
chr15	74045727	74045735	9	*	X04366	388135	74032141	74043816	11676	-	1910	upstream	1910	INSYN1
chr15	74465666	74465678	13	*	X04372	3671	74466087	74469212	3126	+	408	upstream	408	ISLR
chr15	74465774	74465781	8	*	X04373	3671	74466087	74469212	3126	+	305	upstream	305	ISLR
chr15	76135454	76135463	10	*	X04382	92912	76135622	76193388	57767	+	158	upstream	158	UBE2Q2
chr15	76628451	76628460	10	*	X04384	64843	76629147	76634816	5670	+	686	upstream	686	ISL2
chr15	76629295	76629305	11	*	X04385	64843	76629147	76634816	5670	+	0	inside	147	ISL2
chr15	76629314	76629322	9	*	X04386	64843	76629147	76634816	5670	+	0	inside	166	ISL2
chr15	79383207	79383218	12	*	X04397	5923	79252289	79383215	130927	-	0	overlapStart	0	RASGRF1
chr15	79383281	79383311	31	*	X04398	5923	79252289	79383215	130927	-	65	upstream	65	RASGRF1
chr15	79384211	79384253	43	*	X04399	5923	79252289	79383215	130927	-	995	upstream	995	RASGRF1
chr15	79384279	79384289	11	*	X04400	5923	79252289	79383215	130927	-	1063	upstream	1063	RASGRF1
chr15	79384331	79384342	12	*	X04401	5923	79252289	79383215	130927	-	1115	upstream	1115	RASGRF1
chr15	79384353	79384364	12	*	X04402	5923	79252289	79383215	130927	-	1137	upstream	1137	RASGRF1
chr15	79384402	79384421	20	*	X04403	5923	79252289	79383215	130927	-	1186	upstream	1186	RASGRF1
chr15	79384454	79384465	12	*	X04404	5923	79252289	79383215	130927	-	1238	upstream	1238	RASGRF1
chr15	79384489	79384498	10	*	X04405	5923	79252289	79383215	130927	-	1273	upstream	1273	RASGRF1
chr15	79384545	79384553	9	*	X04406	5923	79252289	79383215	130927	-	1329	upstream	1329	RASGRF1
chr15	79384582	79384591	10	*	X04407	5923	79252289	79383215	130927	-	1366	upstream	1366	RASGRF1
chr15	79384633	79384642	10	*	X04408	5923	79252289	79383215	130927	-	1417	upstream	1417	RASGRF1
chr15	79384644	79384653	10	*	X04409	5923	79252289	79383215	130927	-	1428	upstream	1428	RASGRF1
chr15	79384662	79384671	10	*	X04410	5923	79252289	79383215	130927	-	1446	upstream	1446	RASGRF1
chr15	79384746	79384758	13	*	X04411	5923	79252289	79383215	130927	-	1530	upstream	1530	RASGRF1
chr15	79384981	79384990	10	*	X04412	5923	79252289	79383215	130927	-	1765	upstream	1765	RASGRF1
chr15	79385028	79385042	15	*	X04413	5923	79252289	79383215	130927	-	1812	upstream	1812	RASGRF1
chr15	79385073	79385081	9	*	X04414	5923	79252289	79383215	130927	-	1857	upstream	1857	RASGRF1
chr15	79385084	79385093	10	*	X04415	5923	79252289	79383215	130927	-	1868	upstream	1868	RASGRF1
chr15	79385096	79385106	11	*	X04416	5923	79252289	79383215	130927	-	1880	upstream	1880	RASGRF1
chr15	79723845	79723857	13	*	X04423	23251	79724858	79764642	39785	+	1000	upstream	1000	MINAR1
chr15	79724649	79724657	9	*	X04424	23251	79724858	79764642	39785	+	200	upstream	200	MINAR1
chr15	79724664	79724672	9	*	X04425	23251	79724858	79764642	39785	+	185	upstream	185	MINAR1
chr15	79724929	79724949	21	*	X04426	23251	79724858	79764642	39785	+	0	inside	70	MINAR1
chr15	79724972	79724985	14	*	X04427	23251	79724858	79764642	39785	+	0	inside	113	MINAR1
chr15	83316680	83316693	14	*	X04440	283692	83316521	83361572	45052	+	0	inside	158	CPEB1-AS1
chr15	83316680	83316693	14	*	X04440	64506	83211951	83316728	104778	-	0	inside	34	CPEB1
chr15	83953999	83954032	34	*	X04442	646	83924655	83953468	28814	-	530	upstream	530	BNC1
chr15	88799844	88799852	9	*	X04455	4916	88419988	88799962	379975	-	0	inside	109	NTRK3
chr15	88800850	88800850	1	*	X04456	4916	88419988	88799962	379975	-	887	upstream	887	NTRK3
chr15	91073366	91073374	9	*	X04491	64784	91073118	91188577	115460	+	0	inside	247	CRTC3
chr15	92936814	92936822	9	*	X04492	8128	92937140	93011958	74819	+	317	upstream	317	ST8SIA2
chr15	93633156	93633166	11	*	X04496	56963	93586636	93632443	45808	-	712	upstream	712	RGMA
chr15	93633763	93633806	44	*	X04497	56963	93586636	93632443	45808	-	1319	upstream	1319	RGMA
chr15	94774310	94774320	11	*	X04522	55784	94774801	95027181	252381	+	480	upstream	480	MCTP2
chr15	95870295	95870297	3	*	X04524	400456	95822519	95870329	47811	-	0	inside	31	LINC01197
chr15	101419504	101419513	10	*	X04560	220	101420009	101456830	36822	+	495	upstream	495	ALDH1A3
chr15	101457655	101457667	13	*	X04562	79705	101459460	101610317	150858	+	1792	upstream	1792	LRRK1
chr15	101457685	101457694	10	*	X04563	79705	101459460	101610317	150858	+	1765	upstream	1765	LRRK1
chr16	220832	220861	30	*	X04574	3040	222846	223709	864	+	1984	upstream	1984	HBA2
chr16	226772	226776	5	*	X04576	3039	226679	227520	842	+	0	inside	92	HBA1
chr16	330057	330066	10	*	X04580	398	330606	333368	2763	+	539	upstream	539	ARHGDIG
chr16	330057	330066	10	*	X04580	64714	330606	337209	6604	+	539	upstream	539	PDIA2
chr16	330487	330495	9	*	X04581	398	330606	333368	2763	+	110	upstream	110	ARHGDIG
chr16	330487	330495	9	*	X04581	64714	330606	337209	6604	+	110	upstream	110	PDIA2
chr16	610369	610379	11	*	X04582	146325	610422	615529	5108	+	42	upstream	42	PRR35
chr16	741271	741280	10	*	X04595	84219	734702	740400	5699	-	870	upstream	870	WDR24
chr16	775710	775716	7	*	X04599	84264	776958	779715	2758	+	1241	upstream	1241	HAGHL
chr16	1030582	1030590	9	*	X04601	30812	1031808	1036979	5172	+	1217	upstream	1217	SOX8
chr16	1032926	1032935	10	*	X04602	64788	903635	1031318	127684	-	1607	upstream	1607	LMF1
chr16	1968012	1968020	9	*	X04626	64711	1961465	1968231	6767	-	0	inside	210	HS3ST6
chr16	2197137	2197147	11	*	X04634	25837	2198145	2204141	5997	+	997	upstream	997	RAB26
chr16	2246814	2246824	11	*	X04635	57524	2227184	2246465	19282	-	348	upstream	348	CASKIN1
chr16	5082955	5082963	9	*	X04642	100507589	5083703	5092968	9266	+	739	upstream	739	NAGPA-AS1
chr16	5082955	5082963	9	*	X04642	56052	5083703	5137380	53678	+	739	upstream	739	ALG1
chr16	6068958	6068966	9	*	X04644	54715	6069132	7763340	1694209	+	165	upstream	165	RBFOX1
chr16	6069076	6069086	11	*	X04645	54715	6069132	7763340	1694209	+	45	upstream	45	RBFOX1
chr16	6069089	6069108	20	*	X04646	54715	6069132	7763340	1694209	+	23	upstream	23	RBFOX1
chr16	6069233	6069241	9	*	X04647	54715	6069132	7763340	1694209	+	0	inside	100	RBFOX1
chr16	8767255	8767268	14	*	X04661	18	8768444	8878432	109989	+	1175	upstream	1175	ABAT
chr16	10276753	10276762	10	*	X04673	2903	9847265	10276611	429347	-	141	upstream	141	GRIN2A
chr16	10277426	10277465	40	*	X04674	2903	9847265	10276611	429347	-	814	upstream	814	GRIN2A
chr16	15952069	15952083	15	*	X04681	4629	15796992	15950887	153896	-	1181	upstream	1181	MYH11
chr16	19896708	19896718	11	*	X04685	51704	19869820	19896832	27013	-	0	inside	113	GPRC5B
chr16	19896845	19896853	9	*	X04686	51704	19869820	19896832	27013	-	12	upstream	12	GPRC5B
chr16	20084923	20084933	11	*	X04690	124274	20043043	20085100	42058	-	0	inside	166	GPR139
chr16	20085737	20085749	13	*	X04691	124274	20043043	20085100	42058	-	636	upstream	636	GPR139
chr16	22824771	22824781	11	*	X04699	9956	22825860	22927659	101800	+	1078	upstream	1078	HS3ST2
chr16	22824923	22824933	11	*	X04700	9956	22825860	22927659	101800	+	926	upstream	926	HS3ST2
chr16	22825078	22825086	9	*	X04701	9956	22825860	22927659	101800	+	773	upstream	773	HS3ST2
chr16	22825097	22825111	15	*	X04702	9956	22825860	22927659	101800	+	748	upstream	748	HS3ST2
chr16	23313441	23313452	12	*	X04704	6338	23313591	23392620	79030	+	138	upstream	138	SCNN1B
chr16	23313537	23313545	9	*	X04705	6338	23313591	23392620	79030	+	45	upstream	45	SCNN1B
chr16	23313815	23313824	10	*	X04706	6338	23313591	23392620	79030	+	0	inside	223	SCNN1B
chr16	23846808	23846818	11	*	X04709	5579	23847300	24231932	384633	+	481	upstream	481	PRKCB
chr16	30457792	30457800	9	*	X04738	22928	30454952	30457224	2273	-	567	upstream	567	SEPHS2
chr16	30906618	30906633	16	*	X04743	1489	30907928	30914881	6954	+	1294	upstream	1294	CTF1
chr16	30906618	30906633	16	*	X04743	9274	30846270	30905399	59130	-	1218	upstream	1218	BCL7C
chr16	49316908	49316916	9	*	X04770	869	49311829	49315742	3914	-	1165	upstream	1165	CBLN1
chr16	49892369	49892377	9	*	X04777	23090	49524515	49891830	367316	-	538	upstream	538	ZNF423
chr16	49893022	49893030	9	*	X04778	23090	49524515	49891830	367316	-	1191	upstream	1191	ZNF423
chr16	50726443	50726470	28	*	X04782	64127	50727514	50766987	39474	+	1043	upstream	1043	NOD2
chr16	50726520	50726529	10	*	X04783	64127	50727514	50766987	39474	+	984	upstream	984	NOD2
chr16	50726585	50726593	9	*	X04784	64127	50727514	50766987	39474	+	920	upstream	920	NOD2
chr16	50726620	50726630	11	*	X04785	64127	50727514	50766987	39474	+	883	upstream	883	NOD2
chr16	50726641	50726650	10	*	X04786	64127	50727514	50766987	39474	+	863	upstream	863	NOD2
chr16	50726663	50726676	14	*	X04787	64127	50727514	50766987	39474	+	837	upstream	837	NOD2
chr16	50726698	50726708	11	*	X04788	64127	50727514	50766987	39474	+	805	upstream	805	NOD2
chr16	50726752	50726761	10	*	X04789	64127	50727514	50766987	39474	+	752	upstream	752	NOD2
chr16	50726765	50726789	25	*	X04790	64127	50727514	50766987	39474	+	724	upstream	724	NOD2
chr16	50726833	50726843	11	*	X04791	64127	50727514	50766987	39474	+	670	upstream	670	NOD2
chr16	50726854	50726863	10	*	X04792	64127	50727514	50766987	39474	+	650	upstream	650	NOD2
chr16	50726881	50726889	9	*	X04793	64127	50727514	50766987	39474	+	624	upstream	624	NOD2
chr16	50726947	50726961	15	*	X04794	64127	50727514	50766987	39474	+	552	upstream	552	NOD2
chr16	50727057	50727066	10	*	X04795	64127	50727514	50766987	39474	+	447	upstream	447	NOD2
chr16	50727104	50727116	13	*	X04796	64127	50727514	50766987	39474	+	397	upstream	397	NOD2
chr16	50727127	50727136	10	*	X04797	64127	50727514	50766987	39474	+	377	upstream	377	NOD2
